,GMIS.Region,GMIS.Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
7428,Region VI - Western Visayas,Division of Capiz,School Librarian I,2,3,5,40
7429,Region VI - Western Visayas,Division of Capiz,School Principal I,82,20,102,80.39
7430,Region VI - Western Visayas,Division of Capiz,School Principal II,51,5,56,91.07
7431,Region VI - Western Visayas,Division of Capiz,School Principal III,28,10,38,73.68
7432,Region VI - Western Visayas,Division of Capiz,School Principal IV,18,4,22,81.82
7433,Region VI - Western Visayas,Division of Capiz,Schools Division Superintendent,1,0,1,100
7434,Region VI - Western Visayas,Division of Capiz,Security Guard I,10,4,14,71.43
7435,Region VI - Western Visayas,Division of Capiz,Security Guard II,1,0,1,100
7436,Region VI - Western Visayas,Division of Capiz,Senior Education Program Specialist,4,0,4,100
7437,Region VI - Western Visayas,Division of Capiz,Special Education Teacher I,14,4,18,77.78
7438,Region VI - Western Visayas,Division of Capiz,Special Education Teacher II,4,1,5,80
7439,Region VI - Western Visayas,Division of Capiz,Special Education Teacher III,3,0,3,100
7440,Region VI - Western Visayas,Division of Capiz,Special Science Teacher I,24,5,29,82.76
7441,Region VI - Western Visayas,Division of Capiz,Teacher I,2350,117,2467,95.26
7442,Region VI - Western Visayas,Division of Capiz,Teacher II,995,62,1057,94.13
7443,Region VI - Western Visayas,Division of Capiz,Teacher III,3008,27,3035,99.11
7444,Region VI - Western Visayas,Division of Capiz,Watchman I,1,1,2,50
7445,Region VI - Western Visayas,Division of Escalante City,Accountant III,1,0,1,100
7446,Region VI - Western Visayas,Division of Escalante City,Administrative Aide I,2,1,3,66.67
7447,Region VI - Western Visayas,Division of Escalante City,Administrative Aide IV,1,0,1,100
7448,Region VI - Western Visayas,Division of Escalante City,Administrative Aide VI,5,0,5,100
7449,Region VI - Western Visayas,Division of Escalante City,Administrative Assistant I,1,0,1,100
7450,Region VI - Western Visayas,Division of Escalante City,Administrative Assistant II,21,0,21,100
7451,Region VI - Western Visayas,Division of Escalante City,Administrative Assistant III,21,0,21,100
7452,Region VI - Western Visayas,Division of Escalante City,Administrative Officer II,31,3,34,91.18
7453,Region VI - Western Visayas,Division of Escalante City,Administrative Officer IV,4,0,4,100
7454,Region VI - Western Visayas,Division of Escalante City,Administrative Officer V,2,0,2,100
7455,Region VI - Western Visayas,Division of Escalante City,Assistant School Principal II,3,3,6,50
7456,Region VI - Western Visayas,Division of Escalante City,Chief Education Supervisor,2,0,2,100
7457,Region VI - Western Visayas,Division of Escalante City,Dentist II,1,0,1,100
7458,Region VI - Western Visayas,Division of Escalante City,Education Program Specialist II,3,0,3,100
7459,Region VI - Western Visayas,Division of Escalante City,Education Program Supervisor,10,1,11,90.91
7460,Region VI - Western Visayas,Division of Escalante City,Head Teacher III,4,2,6,66.67
7461,Region VI - Western Visayas,Division of Escalante City,Information Technology Officer I,1,0,1,100
7462,Region VI - Western Visayas,Division of Escalante City,Librarian II,1,0,1,100
7463,Region VI - Western Visayas,Division of Escalante City,Master Teacher I,56,1,57,98.25
7464,Region VI - Western Visayas,Division of Escalante City,Master Teacher II,17,0,17,100
7465,Region VI - Western Visayas,Division of Escalante City,Medical Officer III,1,0,1,100
7466,Region VI - Western Visayas,Division of Escalante City,Nurse II,3,0,3,100
7467,Region VI - Western Visayas,Division of Escalante City,Planning Officer III,1,0,1,100
7468,Region VI - Western Visayas,Division of Escalante City,Project Development Officer I,6,0,6,100
7469,Region VI - Western Visayas,Division of Escalante City,Project Development Officer II,2,0,2,100
7470,Region VI - Western Visayas,Division of Escalante City,Registrar I,1,1,2,50
7471,Region VI - Western Visayas,Division of Escalante City,School Principal I,19,1,20,95
7472,Region VI - Western Visayas,Division of Escalante City,School Principal II,4,0,4,100
7473,Region VI - Western Visayas,Division of Escalante City,School Principal III,1,0,1,100
7474,Region VI - Western Visayas,Division of Escalante City,School Principal IV,2,0,2,100
7475,Region VI - Western Visayas,Division of Escalante City,Schools Division Superintendent,1,0,1,100
7476,Region VI - Western Visayas,Division of Escalante City,Senior Education Program Specialist,2,0,2,100
7477,Region VI - Western Visayas,Division of Escalante City,Special Education Teacher I,2,1,3,66.67
7478,Region VI - Western Visayas,Division of Escalante City,Special Science Teacher I,1,0,1,100
7479,Region VI - Western Visayas,Division of Escalante City,Teacher I,410,0,410,100
7480,Region VI - Western Visayas,Division of Escalante City,Teacher II,191,2,193,98.96
7481,Region VI - Western Visayas,Division of Escalante City,Teacher III,376,20,396,94.95
7482,Region VI - Western Visayas,Division of Escalante City,Watchman I,1,0,1,100
7483,Region VI - Western Visayas,Division of Guimaras,Accountant III,1,0,1,100
7484,Region VI - Western Visayas,Division of Guimaras,Administrative Aide I,6,0,6,100
7485,Region VI - Western Visayas,Division of Guimaras,Administrative Aide IV,1,0,1,100
7486,Region VI - Western Visayas,Division of Guimaras,Administrative Aide VI,8,0,8,100
7487,Region VI - Western Visayas,Division of Guimaras,Administrative Assistant I,1,0,1,100
7488,Region VI - Western Visayas,Division of Guimaras,Administrative Assistant II,52,0,52,100
7489,Region VI - Western Visayas,Division of Guimaras,Administrative Assistant III,40,0,40,100
7490,Region VI - Western Visayas,Division of Guimaras,Administrative Officer I,1,0,1,100
7491,Region VI - Western Visayas,Division of Guimaras,Administrative Officer II,43,46,89,48.31
7492,Region VI - Western Visayas,Division of Guimaras,Administrative Officer III,1,0,1,100
7493,Region VI - Western Visayas,Division of Guimaras,Administrative Officer IV,4,1,5,80
7494,Region VI - Western Visayas,Division of Guimaras,Administrative Officer V,2,0,2,100
7495,Region VI - Western Visayas,Division of Guimaras,Assistant Schools Division Superintendent,1,0,1,100
7496,Region VI - Western Visayas,Division of Guimaras,Attorney III,1,0,1,100
7497,Region VI - Western Visayas,Division of Guimaras,Chief Education Supervisor,2,0,2,100
7498,Region VI - Western Visayas,Division of Guimaras,Dentist II,2,0,2,100
7499,Region VI - Western Visayas,Division of Guimaras,Education Program Specialist II,5,0,5,100
7500,Region VI - Western Visayas,Division of Guimaras,Education Program Supervisor,11,0,11,100
7501,Region VI - Western Visayas,Division of Guimaras,Engineer III,1,0,1,100
7502,Region VI - Western Visayas,Division of Guimaras,Head Teacher I,29,1,30,96.67
7503,Region VI - Western Visayas,Division of Guimaras,Head Teacher II,19,0,19,100
7504,Region VI - Western Visayas,Division of Guimaras,Head Teacher III,38,0,38,100
7505,Region VI - Western Visayas,Division of Guimaras,Head Teacher IV,6,0,6,100
7506,Region VI - Western Visayas,Division of Guimaras,Head Teacher V,2,0,2,100
7507,Region VI - Western Visayas,Division of Guimaras,Head Teacher VI,1,0,1,100
7508,Region VI - Western Visayas,Division of Guimaras,Information Technology Officer I,1,0,1,100
7509,Region VI - Western Visayas,Division of Guimaras,Librarian II,1,0,1,100
7510,Region VI - Western Visayas,Division of Guimaras,Master Teacher I,115,0,115,100
7511,Region VI - Western Visayas,Division of Guimaras,Master Teacher II,48,0,48,100
7512,Region VI - Western Visayas,Division of Guimaras,Master Teacher III,3,0,3,100
7513,Region VI - Western Visayas,Division of Guimaras,Medical Officer III,1,0,1,100
7514,Region VI - Western Visayas,Division of Guimaras,Nurse II,22,0,22,100
7515,Region VI - Western Visayas,Division of Guimaras,Planning Officer III,1,0,1,100
7516,Region VI - Western Visayas,Division of Guimaras,Project Development Officer I,5,0,5,100
7517,Region VI - Western Visayas,Division of Guimaras,Project Development Officer II,2,0,2,100
7518,Region VI - Western Visayas,Division of Guimaras,Public Schools District Supervisor,10,0,10,100
7519,Region VI - Western Visayas,Division of Guimaras,Registrar I,4,0,4,100
7520,Region VI - Western Visayas,Division of Guimaras,School Principal I,22,0,22,100
7521,Region VI - Western Visayas,Division of Guimaras,School Principal II,24,0,24,100
7522,Region VI - Western Visayas,Division of Guimaras,School Principal III,6,0,6,100
7523,Region VI - Western Visayas,Division of Guimaras,School Principal IV,1,0,1,100
7524,Region VI - Western Visayas,Division of Guimaras,Schools Division Superintendent,1,0,1,100
7525,Region VI - Western Visayas,Division of Guimaras,Security Guard I,1,0,1,100
7526,Region VI - Western Visayas,Division of Guimaras,Senior Bookkeeper,1,0,1,100
7527,Region VI - Western Visayas,Division of Guimaras,Senior Education Program Specialist,4,0,4,100
7528,Region VI - Western Visayas,Division of Guimaras,Special Education Teacher I,5,1,6,83.33
7529,Region VI - Western Visayas,Division of Guimaras,Special Education Teacher II,2,0,2,100
7530,Region VI - Western Visayas,Division of Guimaras,Special Education Teacher III,1,0,1,100
7531,Region VI - Western Visayas,Division of Guimaras,Special Science Teacher I,13,2,15,86.67
7532,Region VI - Western Visayas,Division of Guimaras,Teacher I,577,6,583,98.97
7533,Region VI - Western Visayas,Division of Guimaras,Teacher II,284,0,284,100
7534,Region VI - Western Visayas,Division of Guimaras,Teacher III,788,2,790,99.75
7535,Region VI - Western Visayas,Division of Himamaylan City,Accountant I,1,0,1,100
7536,Region VI - Western Visayas,Division of Himamaylan City,Accountant III,1,0,1,100
7537,Region VI - Western Visayas,Division of Himamaylan City,Administrative Aide I,1,1,2,50
7538,Region VI - Western Visayas,Division of Himamaylan City,Administrative Aide IV,1,0,1,100
7539,Region VI - Western Visayas,Division of Himamaylan City,Administrative Aide VI,8,1,9,88.89
7540,Region VI - Western Visayas,Division of Himamaylan City,Administrative Assistant I,1,0,1,100
7541,Region VI - Western Visayas,Division of Himamaylan City,Administrative Assistant II,18,0,18,100
7542,Region VI - Western Visayas,Division of Himamaylan City,Administrative Assistant III,18,0,18,100
7543,Region VI - Western Visayas,Division of Himamaylan City,Administrative Officer I,2,0,2,100
7544,Region VI - Western Visayas,Division of Himamaylan City,Administrative Officer II,30,12,42,71.43
7545,Region VI - Western Visayas,Division of Himamaylan City,Administrative Officer IV,4,0,4,100
7546,Region VI - Western Visayas,Division of Himamaylan City,Administrative Officer V,2,0,2,100
7547,Region VI - Western Visayas,Division of Himamaylan City,Assistant School Principal II,3,0,3,100
7548,Region VI - Western Visayas,Division of Himamaylan City,Assistant Schools Division Superintendent,1,0,1,100
7549,Region VI - Western Visayas,Division of Himamaylan City,Attorney III,1,0,1,100
7550,Region VI - Western Visayas,Division of Himamaylan City,Chief Education Supervisor,2,0,2,100
7551,Region VI - Western Visayas,Division of Himamaylan City,Education Program Specialist II,5,0,5,100
7552,Region VI - Western Visayas,Division of Himamaylan City,Education Program Supervisor,11,0,11,100
7553,Region VI - Western Visayas,Division of Himamaylan City,Engineer III,1,0,1,100
7554,Region VI - Western Visayas,Division of Himamaylan City,Guidance Counselor I,1,2,3,33.33
7555,Region VI - Western Visayas,Division of Himamaylan City,Head Teacher I,6,1,7,85.71
7556,Region VI - Western Visayas,Division of Himamaylan City,Head Teacher II,1,0,1,100
7557,Region VI - Western Visayas,Division of Himamaylan City,Head Teacher III,8,2,10,80
7558,Region VI - Western Visayas,Division of Himamaylan City,Information Technology Officer I,1,0,1,100
7559,Region VI - Western Visayas,Division of Himamaylan City,Librarian II,1,0,1,100
7560,Region VI - Western Visayas,Division of Himamaylan City,Master Teacher I,49,2,51,96.08
7561,Region VI - Western Visayas,Division of Himamaylan City,Master Teacher II,12,1,13,92.31
7562,Region VI - Western Visayas,Division of Himamaylan City,Medical Officer III,1,0,1,100
7563,Region VI - Western Visayas,Division of Himamaylan City,Nurse II,5,0,5,100
7564,Region VI - Western Visayas,Division of Himamaylan City,Planning Officer III,1,0,1,100
7565,Region VI - Western Visayas,Division of Himamaylan City,Project Development Officer I,1,0,1,100
7566,Region VI - Western Visayas,Division of Himamaylan City,Project Development Officer II,2,0,2,100
7567,Region VI - Western Visayas,Division of Himamaylan City,Public Schools District Supervisor,10,0,10,100
7568,Region VI - Western Visayas,Division of Himamaylan City,Registrar I,1,0,1,100
7569,Region VI - Western Visayas,Division of Himamaylan City,School Principal I,19,0,19,100
7570,Region VI - Western Visayas,Division of Himamaylan City,School Principal II,5,1,6,83.33
7571,Region VI - Western Visayas,Division of Himamaylan City,School Principal III,1,0,1,100
7572,Region VI - Western Visayas,Division of Himamaylan City,Schools Division Superintendent,1,0,1,100
7573,Region VI - Western Visayas,Division of Himamaylan City,Security Guard I,1,0,1,100
7574,Region VI - Western Visayas,Division of Himamaylan City,Senior Education Program Specialist,4,0,4,100
7575,Region VI - Western Visayas,Division of Himamaylan City,Special Education Teacher I,2,0,2,100
7576,Region VI - Western Visayas,Division of Himamaylan City,Special Science Teacher I,1,4,5,20
7577,Region VI - Western Visayas,Division of Himamaylan City,Teacher I,492,11,503,97.81
7578,Region VI - Western Visayas,Division of Himamaylan City,Teacher II,226,23,249,90.76
7579,Region VI - Western Visayas,Division of Himamaylan City,Teacher III,359,13,372,96.51
7580,Region VI - Western Visayas,Division of Iloilo,Accountant I,11,5,16,68.75
7581,Region VI - Western Visayas,Division of Iloilo,Accountant III,1,0,1,100
7582,Region VI - Western Visayas,Division of Iloilo,Administrative Aide I,123,30,153,80.39
7583,Region VI - Western Visayas,Division of Iloilo,Administrative Aide II,4,2,6,66.67
7584,Region VI - Western Visayas,Division of Iloilo,Administrative Aide III,39,5,44,88.64
7585,Region VI - Western Visayas,Division of Iloilo,Administrative Aide IV,16,8,24,66.67
7586,Region VI - Western Visayas,Division of Iloilo,Administrative Aide VI,12,1,13,92.31
7587,Region VI - Western Visayas,Division of Iloilo,Administrative Assistant I,1,0,1,100
7588,Region VI - Western Visayas,Division of Iloilo,Administrative Assistant II,283,111,394,71.83
7589,Region VI - Western Visayas,Division of Iloilo,Administrative Assistant III,145,61,206,70.39
